GDP,ar.L1,ma.L1,sigma2,Business
13.866225461563955,0.04431022467312403,-0.9999406801419158,208.99179243612062,biz A
24.873402011593765,-0.10490677437901101,-0.9988389771678355,323.07203338804646,biz B
20.439224347634283,0.1370963164016403,-0.999913436246383,207.6537170201598,biz C
17.4886937822151,0.06728317230630458,-0.9997797152189625,112.1350101730309,biz D
10.1514838685798,-0.15154186379376958,-0.9993535067831963,67.1049935645024,biz E
