GDP,ar.L1,ma.L1,sigma2,Business
13.86582330500416,0.04439519612397429,-0.999906068656325,208.9908651959532,biz A
24.87340186831522,-0.1049067705440142,-0.9988389653712911,323.0720414178396,biz B
20.43923367594168,0.1370963313685304,-0.9999137994649846,207.6536592290054,biz C
17.48868832714546,0.06728321413710202,-0.9997739796243351,112.1360408545228,biz D
10.15148910632226,-0.1515396697788713,-0.9993541382976534,67.1044365628514,biz E
