Date,Actual,Fitted
2024-01-31,162.5629,152.5182296013291
2024-02-29,149.5403,153.6316691553932
2024-03-31,146.6411,153.4868354923842
2024-04-30,193.1835,153.7712067111403
2024-05-31,162.3235,156.5894513408319
2024-06-30,156.8748,155.7250640295659
2024-07-31,147.7374,155.9552528456806
2024-08-31,144.3601,155.9528832688433
2024-09-30,155.2246,156.1840123110705
2024-10-31,164.726,157.123302331403
2024-11-30,147.3638,158.0609991026453
2024-12-31,134.3739,157.6792596835726
