Business,RMSE,MAE,MAPE
biz A,14.91712086911805,10.80442982044329,0.06806601104098113
biz B,25.85255223664025,21.34716466521759,0.08130410174150084
biz C,9.53656275516279,7.2100299587987,0.03374239567506283
biz D,10.54726768257428,7.806244293304244,0.04395637572044884
biz E,7.740476766376315,6.159651624185682,0.06154141759548545
