Date,Actual,Fitted
2024-01-31,216.1303,205.2466295282442
2024-02-29,199.0917,207.7940230997278
2024-03-31,230.0154,206.0108800652228
2024-04-30,215.6158,211.0451054316419
2024-05-31,206.4812,209.7197584989131
2024-06-30,213.8957,209.0614312393976
2024-07-31,211.5139,210.7301821714498
2024-08-31,217.1846,211.024526003529
2024-09-30,207.2778,212.4634394651941
2024-10-31,197.9864,211.6858550380745
2024-11-30,209.9553,210.9310281298517
2024-12-31,216.6644,213.1826902866915
